expcode,impcode,common_lang,ln_distance,ln_trade
THAILAND,ICELAND,1,4.85325,4.454347
THAILAND,NORWAY,0,4.620386,9.038365
THAILAND,SWEDEN,0,4.576038,10.40135
THAILAND,SWITZERLAND,0,4.578892,11.05966
THAILAND,MALTA,1,4.476434,5.365976
THAILAND,ALBANIA,0,4.432232,NA
THAILAND,BULGARIA,0,4.382729,6.694562
THAILAND,CZECHOSLOVAK,0,4.514877,6.84375
THAILAND,HUNGARY,0,4.456237,8.073714
THAILAND,POLAND,0,4.478948,8.812248
THAILAND,ROMANIA,0,4.396351,9.037771
THAILAND,FM YUGOSLAVI,0,4.432656,9.297343
THAILAND,FM USSR,0,3.806663,11.10672
THAILAND,AUSTRALIA,1,3.978063,11.71788
THAILAND,NEW ZEALAND,1,4.530456,9.141418
THAILAND,SOLOMON ISLD,0,4.148273,6.901737
THAILAND,FIJI,1,4.405975,7.295056
THAILAND,KIRIBATI (in,1,4.307478,NA
THAILAND,NEW CALEDONI,0,4.313632,6.824374
THAILAND,PAPUA N.GUIN,0,3.941157,6.80017
TAIWAN,SOUTH AFRICA,0,4.703169,11.92595
TAIWAN,ALGERIA,0,4.771411,3.583519
TAIWAN,LIBY ARAB JM,0,4.644495,9.639457
TAIWAN,MOROCCO,0,4.838552,8.585599
TAIWAN,WESTERN SAHA,0,4.682142,8.193677
TAIWAN,SUDAN,0,4.515203,9.992322
TAIWAN,TUNISIA,0,4.722874,4.89784
TAIWAN,EGYPT,0,4.511599,11.14535
TAIWAN,CAMEROON,0,4.704073,10.31762
TAIWAN,CENTRAL AFR.,0,4.618601,5.609472
TAIWAN,CHAD,0,4.628433,NA
TAIWAN,CONGO,0,4.689461,7.873217
TAIWAN,GABON,0,4.718173,8.358901
TAIWAN,ANGOLA,0,4.688023,8.616495
TAIWAN,BURUNDI,0,4.553045,4.553877
TAIWAN,COMOROS,0,4.438319,4.859812
TAIWAN,ZAIRE,0,4.593446,9.466377
TAIWAN,BENIN,0,4.783922,8.364974
TAIWAN,EQ. GUINEA,0,4.727945,1.609438
TAIWAN,ETHIOPIA,0,4.435981,7.866339
TAIWAN,DJIBOUTI,0,4.368405,8.519989
TAIWAN,GAMBIA,0,4.926761,5.624018
TAIWAN,GHANA,0,4.820062,8.561019
TAIWAN,GUINEA,0,4.879729,6.958448
TAIWAN,COTE D'IVOIR,0,4.843791,9.732521
TAIWAN,KENYA,0,4.454297,9.477615
TAIWAN,LIBERIA,0,4.879787,10.18874
TAIWAN,MADAGASCAR,0,4.452468,4.59512
TAIWAN,MALAWI,0,4.549034,8.020927
TAIWAN,MALI,0,4.829664,6.415097
TAIWAN,MAURITANIA,0,4.890695,5.117994
TAIWAN,MAURITIUS,0,4.344975,9.265302
TAIWAN,MOZAMBIQUE,0,4.560156,5.501258
TAIWAN,NIGER,0,4.729586,8.33327
TAIWAN,NIGERIA,0,4.734474,11.28931
TAIWAN,GUINEA-BISSA,0,4.924997,5.746203
TAIWAN,REUNION,0,4.371472,6.111467
TAIWAN,RWANDA,0,4.548656,4.672829
TAIWAN,SENEGAL,0,4.907745,8.351375
TAIWAN,SEYCHELLES,0,4.264276,6.484635
TAIWAN,SIERRA LEONE,0,4.89295,6.885509
TAIWAN,SOMALIA,0,4.293942,7.954723
TAIWAN,ZIMBABWE,0,4.613759,8.780634
TAIWAN,TOGO,0,4.794398,10.05634
TAIWAN,UGANDA,0,4.519613,6.72263
TAIWAN,UNTD RP TANZ,0,4.509968,8.437284
TAIWAN,BURKINA FASO,0,4.815815,6.36647
TAIWAN,ZAMBIA,0,4.59319,6.887553
TAIWAN,CANADA,0,5.389356,13.76186
TAIWAN,USA,0,5.386702,16.5978
TAIWAN,BERMUDA,0,5.225531,3.401197
TAIWAN,GREENLAND,0,5.124835,5.01728
TAIWAN,ARGENTINA,0,5.266465,9.269176
TAIWAN,BOLIVIA,0,5.248908,6.712956
TAIWAN,BRAZIL,0,5.188278,9.800458
TAIWAN,CHILE,0,5.294884,10.18611
TAIWAN,COLOMBIA,0,5.267768,7.729735
TAIWAN,ECUADOR,0,5.298973,9.982853
TAIWAN,MEXICO,0,5.407174,8.68626
TAIWAN,PARAGUAY,0,5.220038,8.535819
TAIWAN,PERU,0,5.297457,8.94076
TAIWAN,URUGUAY,0,5.224665,7.893199
TAIWAN,VENEZUELA,0,5.234532,11.12175
TAIWAN,COSTA RICA,0,5.325174,9.864435
TAIWAN,EL SALVADOR,0,5.34777,9.045112
TAIWAN,GUATEMALA,0,5.353759,9.586926
TAIWAN,HONDURAS,0,5.335969,9.497397
TAIWAN,NICARAGUA,0,5.329174,9.192482
TAIWAN,BAHAMAS,0,5.283211,7.170888
TAIWAN,BARBADOS,0,5.197551,8.417373
TAIWAN,CAYMAN ISLDS,0,5.305014,NA
TAIWAN,CUBA,0,5.303354,NA
TAIWAN,DOMINICAN RP,0,5.256033,9.792444
TAIWAN,GUADELOUPE (,0,5.207994,7.68708
TAIWAN,HAITI,0,5.265117,9.553008
TAIWAN,JAMAICA,0,5.291139,8.102587
TAIWAN,NETH ANTILLE,0,5.245916,6.597146
TAIWAN,ST KITTS NEV,0,5.214139,7.62657
TAIWAN,TRINIDAD-TOB,0,5.20636,10.16377
TAIWAN,TURKS CAICOS,0,4.14618,NA
TAIWAN,BELIZE,0,5.34636,7.461065
TAIWAN,FRENCH GUIAN,0,5.165296,5.46806
TAIWAN,GUYANA,0,5.198211,5.225747
TAIWAN,PANAMA,0,5.3059,11.26385
TAIWAN,SURINAM,0,5.182182,8.02715
TAIWAN,ISRAEL,0,4.461533,10.02038
TAIWAN,JAPAN,0,3.049318,15.08921
TAIWAN,BAHRAIN,0,4.255533,9.751966
TAIWAN,CYPRUS,0,4.485804,9.364605
TAIWAN,IRAN,0,4.22726,9.454619
TAIWAN,IRAQ,0,4.351359,9.62013
TAIWAN,JORDAN,0,4.446529,10.87117
TAIWAN,KUWAIT,0,4.323985,11.71564
TAIWAN,LEBANON,0,4.451917,9.266626
TAIWAN,OMAN,0,4.159646,9.606428
TAIWAN,QATAR,0,4.245328,9.165447
TAIWAN,SAUDI ARABIA,0,4.330928,13.40097
TAIWAN,SYRN ARAB RP,0,4.428348,10.10418
TAIWAN,UNTD ARAB EM,0,4.20472,11.93398
TAIWAN,TURKEY,0,4.470331,9.428512
TAIWAN,YEMEN,0,4.297193,10.2406
TAIWAN,AFGHANISTAN,0,4.039538,8.443546
TAIWAN,BANGLADESH,0,3.434117,10.39644
TAIWAN,BHUTAN,0,3.426253,NA
TAIWAN,BRUNEI,0,2.997119,9.629577
TAIWAN,MYANMAR (BUR,0,3.137616,6.791222
TAIWAN,CAMBODIA,0,2.951658,NA
TAIWAN,SRI LANKA,0,3.767448,10.94435
TAIWAN,HONG KONG,0,1.938265,14.81777
TAIWAN,INDIA,0,3.787344,11.43954
TAIWAN,INDONESIA (i,0,3.350519,12.70357
TAIWAN,KOREA RP (SO,0,2.706938,12.66862
TAIWAN,LAOS P.DEM.R,0,2.828433,NA
TAIWAN,MALAYSIA,0,3.120382,12.58742
TAIWAN,MALDIVES,0,3.953101,3.828641
TAIWAN,NEPAL,0,3.61826,5.361292
TAIWAN,PAKISTAN,0,3.939882,10.83331
TAIWAN,PHILIPPINES,0,2.35589,12.26203
TAIWAN,SINGAPORE,0,3.333303,13.84259
TAIWAN,THAILAND,0,3.120382,12.52722
TAIWAN,CHINA,0,2.980825,NA
TAIWAN,KOREA D P RP,0,2.865456,NA
TAIWAN,MONGOLIA,0,3.318137,NA
TAIWAN,VIETNAM,0,2.819622,NA
TAIWAN,BELGIUM-LUX.,0,4.788744,11.67692
TAIWAN,DENMARK (inc,0,4.750655,10.96015
TAIWAN,FRANCE,0,4.796686,12.68798
TAIWAN,GERMANY,0,4.730793,13.70183
TAIWAN,GREECE,0,4.607228,10.31321
TAIWAN,IRELAND,0,4.885299,10.34084
TAIWAN,ITALY,0,4.699397,12.53616
TAIWAN,NETHERLANDS,0,4.7778,12.82008
TAIWAN,PORTUGAL,0,4.867446,9.384545
TAIWAN,SPAIN,0,4.836951,11.10074
TAIWAN,UNITED KINGD,0,4.84202,13.45456
TAIWAN,AUSTRIA,0,4.70296,11.04265
TAIWAN,FINLAND,0,4.637373,10.03403
TAIWAN,ICELAND,0,4.977168,7.531016
TAIWAN,NORWAY,0,4.76633,10.30855
TAIWAN,SWEDEN,0,4.725397,11.66716
TAIWAN,SWITZERLAND,0,4.748558,11.30439
TAIWAN,MALTA,0,4.674034,7.929487
TAIWAN,ALBANIA,0,4.62991,NA
TAIWAN,BULGARIA,0,4.584564,NA
TAIWAN,CZECHOSLOVAK,0,4.688745,NA
TAIWAN,HUNGARY,0,4.641481,NA
TAIWAN,POLAND,0,4.653427,NA
TAIWAN,ROMANIA,0,4.591086,NA
TAIWAN,FM YUGOSLAVI,0,4.625753,NA
TAIWAN,FM USSR,0,3.740285,NA
TAIWAN,AUSTRALIA,0,3.949438,13.5941
TAIWAN,NEW ZEALAND,0,4.424632,11.41315
TAIWAN,SOLOMON ISLD,0,3.899108,4.682131
TAIWAN,FIJI,0,4.221046,9.527702
TAIWAN,KIRIBATI (in,0,4.034151,6.111467
TAIWAN,NEW CALEDONI,0,4.143201,8.098643
TAIWAN,PAPUA N.GUIN,0,3.671794,9.092345
CHINA,SOUTH AFRICA,0,4.636986,NA
CHINA,ALGERIA,0,4.627322,10.19436
CHINA,LIBY ARAB JM,0,4.483752,10.02287
CHINA,MOROCCO,0,4.700852,10.76629
CHINA,WESTERN SAHA,0,4.528886,NA
CHINA,SUDAN,0,4.351836,9.868844
CHINA,TUNISIA,0,4.564403,10.30327
CHINA,EGYPT,0,4.323145,10.93157
CHINA,CAMEROON,0,4.578997,NA
CHINA,CENTRAL AFR.,0,4.483497,NA
CHINA,CHAD,0,4.480683,NA
CHINA,CONGO,0,4.57402,6.120297
CHINA,GABON,0,4.604748,NA
CHINA,ANGOLA,0,4.591921,NA
CHINA,BURUNDI,0,4.434435,NA
CHINA,COMOROS,0,4.342645,NA
CHINA,ZAIRE,0,4.469594,8.940236
CHINA,BENIN,0,4.662183,NA
CHINA,EQ. GUINEA,0,4.610838,NA
CHINA,ETHIOPIA,0,4.279935,5.347107
CHINA,DJIBOUTI,0,4.194253,NA
CHINA,GAMBIA,0,4.815909,NA
CHINA,GHANA,0,4.703693,NA
CHINA,GUINEA,0,4.766248,NA
CHINA,COTE D'IVOIR,0,4.729732,7.23201
CHINA,KENYA,0,4.319263,5.680172
CHINA,LIBERIA,0,4.770631,NA
CHINA,MADAGASCAR,0,4.381166,5.181784
CHINA,MALAWI,0,4.454161,NA
CHINA,MALI,0,4.704801,NA
CHINA,MAURITANIA,0,4.770325,NA
CHINA,MAURITIUS,0,4.288462,NA
CHINA,MOZAMBIQUE,0,4.476792,NA
CHINA,NIGER,0,4.593536,NA
CHINA,NIGERIA,0,4.606867,8.286774
CHINA,GUINEA-BISSA,0,4.823943,NA
CHINA,REUNION,0,4.31415,6.756932
CHINA,RWANDA,0,4.426404,NA
CHINA,SENEGAL,0,4.794457,NA
CHINA,SEYCHELLES,0,4.147102,4.70048
CHINA,SIERRA LEONE,0,4.783115,NA
CHINA,SOMALIA,0,4.11622,NA
CHINA,ZIMBABWE,0,4.532657,4.736198
CHINA,TOGO,0,4.675501,NA
CHINA,UGANDA,0,4.388624,NA
CHINA,UNTD RP TANZ,0,4.395971,NA
CHINA,BURKINA FASO,0,4.693532,NA
CHINA,ZAMBIA,0,4.50135,7.729735
CHINA,CANADA,0,5.306069,12.33312
CHINA,USA,0,5.308378,14.68517
CHINA,BERMUDA,0,5.13445,NA
CHINA,GREENLAND,0,5.008274,4.624973
CHINA,ARGENTINA,0,5.206986,7.820439
CHINA,BOLIVIA,0,5.18052,NA
CHINA,BRAZIL,0,5.113238,12.95948
CHINA,CHILE,0,5.234415,9.028099
CHINA,COLOMBIA,0,5.191257,NA
CHINA,ECUADOR,0,5.226891,NA
CHINA,MEXICO,0,5.334396,10.15378
CHINA,PARAGUAY,0,5.153358,NA
CHINA,PERU,0,5.228485,7.817223
CHINA,URUGUAY,0,5.163478,NA
CHINA,VENEZUELA,0,5.153976,NA
CHINA,COSTA RICA,0,5.25042,NA
CHINA,EL SALVADOR,0,5.273351,NA
CHINA,GUATEMALA,0,5.279243,NA
CHINA,HONDURAS,0,5.260312,NA
CHINA,NICARAGUA,0,5.253683,NA
CHINA,BAHAMAS,0,5.200258,NA
CHINA,BARBADOS,0,5.111841,4.127134
CHINA,CAYMAN ISLDS,0,5.225553,NA
CHINA,CUBA,0,5.223011,11.67202
CHINA,DOMINICAN RP,0,5.172719,NA
CHINA,GUADELOUPE (,0,5.12179,5.003946
CHINA,HAITI,0,5.182551,NA
CHINA,JAMAICA,0,5.210945,NA
CHINA,NETH ANTILLE,0,5.164492,3.178054
CHINA,ST KITTS NEV,0,5.12799,2.772589
CHINA,TRINIDAD-TOB,0,5.122332,5.209486
CHINA,TURKS CAICOS,0,3.812798,NA
CHINA,BELIZE,0,5.270748,NA
CHINA,FRENCH GUIAN,0,5.081481,3.7612
CHINA,GUYANA,0,5.116324,NA
CHINA,PANAMA,0,5.230135,2.564949
CHINA,SURINAM,0,5.099606,NA
CHINA,ISRAEL,0,4.2533,NA
CHINA,JAPAN,0,3.496967,15.5927
CHINA,BAHRAIN,0,4.01076,NA
CHINA,CYPRUS,0,4.276666,2.639057
CHINA,IRAN,0,3.952905,NA
CHINA,IRAQ,0,4.111411,NA
CHINA,JORDAN,0,4.235784,7.610358
CHINA,KUWAIT,0,4.086056,11.16881
CHINA,LEBANON,0,4.236661,NA
CHINA,OMAN,0,3.912023,6.287858
CHINA,QATAR,0,3.999724,5.365976
CHINA,SAUDI ARABIA,0,4.108044,11.85338
CHINA,SYRN ARAB RP,0,4.204693,4.75359
CHINA,UNTD ARAB EM,0,3.954561,8.968396
CHINA,TURKEY,0,4.250125,NA
CHINA,YEMEN,0,4.101104,NA
CHINA,AFGHANISTAN,0,3.690128,NA
CHINA,BANGLADESH,0,2.923219,11.35807
CHINA,BHUTAN,0,2.792687,NA
CHINA,BRUNEI,0,3.465587,6.006353
CHINA,MYANMAR (BUR,0,2.692248,NA
CHINA,CAMBODIA,0,3.091043,NA
CHINA,SRI LANKA,0,3.60762,4.890349
CHINA,HONG KONG,0,2.753865,15.43891
CHINA,INDIA,0,3.458358,11.14761
CHINA,INDONESIA (i,0,3.754668,12.69844
CHINA,KOREA RP (SO,0,3.11745,NA
CHINA,LAOS P.DEM.R,0,2.833213,NA
CHINA,MALAYSIA,0,3.507183,12.14458
CHINA,MALDIVES,0,3.808403,NA
CHINA,NEPAL,0,3.097203,7.198184
CHINA,PAKISTAN,0,3.565449,11.887
CHINA,PHILIPPINES,0,3.32514,12.59781
CHINA,SINGAPORE,0,3.516154,14.56302
CHINA,THAILAND,0,3.026045,12.12122
CHINA,TAIWAN,0,2.980825,NA
CHINA,KOREA D P RP,0,3.116224,12.36657
CHINA,MONGOLIA,0,2.397895,NA
CHINA,VIETNAM,0,2.945822,NA
CHINA,BELGIUM-LUX.,0,4.62726,11.63621
CHINA,DENMARK (inc,0,4.577731,11.37505
CHINA,FRANCE,0,4.640399,12.75348
CHINA,GERMANY,0,4.557575,13.46174
CHINA,GREECE,0,4.420001,4.317488
CHINA,IRELAND,0,4.739916,6.575076
CHINA,ITALY,0,4.527197,12.9113
CHINA,NETHERLANDS,0,4.61295,12.1467
CHINA,PORTUGAL,0,4.72818,4.934474
CHINA,SPAIN,0,4.692399,11.01674
CHINA,UNITED KINGD,0,4.688351,12.76995
CHINA,AUSTRIA,0,4.527129,7.548029
CHINA,FINLAND,0,4.432656,10.16343
CHINA,ICELAND,0,4.841077,5.247024
CHINA,NORWAY,0,4.592716,7.826443
CHINA,SWEDEN,0,4.542899,11.18478
CHINA,SWITZERLAND,0,4.582305,11.28279
CHINA,MALTA,0,4.504471,5.389072
CHINA,ALBANIA,0,4.445137,NA
CHINA,BULGARIA,0,4.387002,9.936922
CHINA,CZECHOSLOVAK,0,4.507638,12.13978
CHINA,HUNGARY,0,4.452518,8.236421
CHINA,POLAND,0,4.462262,12.16903
CHINA,ROMANIA,0,4.391391,12.53401
CHINA,FM YUGOSLAVI,0,4.436524,9.580178
CHINA,FM USSR,0,3.238486,13.85628
CHINA,AUSTRALIA,0,4.21994,12.18884
CHINA,NEW ZEALAND,0,4.631324,10.58398
CHINA,SOLOMON ISLD,0,4.234526,4.997212
CHINA,FIJI,0,4.475072,6.324359
CHINA,KIRIBATI (in,0,4.328638,4.624973
CHINA,NEW CALEDONI,0,4.412764,NA
CHINA,PAPUA N.GUIN,0,4.07234,7.004882
KOREA D P RP,SOUTH AFRICA,0,4.820086,NA
KOREA D P RP,ALGERIA,0,4.824943,8.07278
KOREA D P RP,LIBY ARAB JM,0,4.709692,NA
KOREA D P RP,MOROCCO,0,4.884635,NA
KOREA D P RP,WESTERN SAHA,0,4.745952,NA
KOREA D P RP,SUDAN,0,4.606867,NA
KOREA D P RP,TUNISIA,0,4.771976,5.905362
KOREA D P RP,EGYPT,0,4.583612,9.588983
KOREA D P RP,CAMEROON,0,4.786831,NA
KOREA D P RP,CENTRAL AFR.,0,4.709692,NA
KOREA D P RP,CHAD,0,4.70823,NA
KOREA D P RP,CONGO,0,4.781378,4.736198
KOREA D P RP,GABON,0,4.806687,NA
KOREA D P RP,ANGOLA,0,4.791934,NA
KOREA D P RP,BURUNDI,0,4.666334,NA
KOREA D P RP,COMOROS,0,4.583138,NA
KOREA D P RP,ZAIRE,0,4.696497,NA
KOREA D P RP,BENIN,0,4.85534,NA
KOREA D P RP,EQ. GUINEA,0,4.812316,NA
KOREA D P RP,ETHIOPIA,0,4.549425,6.594413
KOREA D P RP,DJIBOUTI,0,4.485295,NA
KOREA D P RP,GAMBIA,0,4.983593,NA
KOREA D P RP,GHANA,0,4.88967,NA
KOREA D P RP,GUINEA,0,4.941897,NA
KOREA D P RP,COTE D'IVOIR,0,4.911355,4.26268
KOREA D P RP,KENYA,0,4.576461,NA
KOREA D P RP,LIBERIA,0,4.945568,NA
KOREA D P RP,MADAGASCAR,0,4.60517,7.699389
KOREA D P RP,MALAWI,0,4.67554,NA
KOREA D P RP,MALI,0,4.890378,NA
KOREA D P RP,MAURITANIA,0,4.94472,NA
KOREA D P RP,MAURITIUS,0,4.521398,NA
KOREA D P RP,MOZAMBIQUE,0,4.69034,NA
KOREA D P RP,NIGER,0,4.799058,NA
KOREA D P RP,NIGERIA,0,4.809932,9.252441
KOREA D P RP,GUINEA-BISSA,0,4.990409,NA
KOREA D P RP,REUNION,0,4.543021,NA
KOREA D P RP,RWANDA,0,4.660628,NA
KOREA D P RP,SENEGAL,0,4.965478,NA
KOREA D P RP,SEYCHELLES,0,4.43224,NA
KOREA D P RP,SIERRA LEONE,0,4.956088,NA
KOREA D P RP,SOMALIA,0,4.425689,NA
KOREA D P RP,ZIMBABWE,0,4.736698,3.931826
KOREA D P RP,TOGO,0,4.866291,NA
KOREA D P RP,UGANDA,0,4.631751,NA
KOREA D P RP,UNTD RP TANZ,0,4.63336,NA
KOREA D P RP,BURKINA FASO,0,4.88125,NA
KOREA D P RP,ZAMBIA,0,4.714095,NA
KOREA D P RP,CANADA,0,5.406719,5.843544
KOREA D P RP,USA,0,5.411686,3.367296
KOREA D P RP,BERMUDA,0,5.256991,2.772589
KOREA D P RP,GREENLAND,0,5.136024,3.610918
KOREA D P RP,ARGENTINA,0,5.3222,NA
KOREA D P RP,BOLIVIA,0,5.299728,6.97073
KOREA D P RP,BRAZIL,0,5.240387,NA
KOREA D P RP,CHILE,0,5.347153,4.158883
KOREA D P RP,COLOMBIA,0,5.309406,4.584968
KOREA D P RP,ECUADOR,0,5.341226,NA
KOREA D P RP,MEXICO,0,5.43647,7.962416
KOREA D P RP,PARAGUAY,0,5.275217,NA
KOREA D P RP,PERU,0,5.342655,NA
KOREA D P RP,URUGUAY,0,5.283319,NA
KOREA D P RP,VENEZUELA,0,5.27625,NA
KOREA D P RP,COSTA RICA,0,5.361865,8.871646
KOREA D P RP,EL SALVADOR,0,5.382183,8.418919
KOREA D P RP,GUATEMALA,0,5.387368,8.638171
KOREA D P RP,HONDURAS,0,5.370446,9.100749
KOREA D P RP,NICARAGUA,0,5.364631,8.981053
KOREA D P RP,BAHAMAS,0,5.316207,4.174387
KOREA D P RP,BARBADOS,0,5.238851,NA
KOREA D P RP,CAYMAN ISLDS,0,5.339128,NA
KOREA D P RP,CUBA,0,5.336697,NA
KOREA D P RP,DOMINICAN RP,0,5.292194,4.812184
KOREA D P RP,GUADELOUPE (,0,5.247408,4.304065
KOREA D P RP,HAITI,0,5.30091,NA
KOREA D P RP,JAMAICA,0,5.326192,4.61512
KOREA D P RP,NETH ANTILLE,0,5.285355,3.850147
KOREA D P RP,ST KITTS NEV,0,5.252792,4.510859
KOREA D P RP,TRINIDAD-TOB,0,5.2482,5.521461
KOREA D P RP,TURKS CAICOS,0,4.204693,NA
KOREA D P RP,BELIZE,0,5.379649,NA
KOREA D P RP,FRENCH GUIAN,0,5.212567,NA
KOREA D P RP,GUYANA,0,5.243145,NA
KOREA D P RP,PANAMA,0,5.343809,NA
KOREA D P RP,SURINAM,0,5.228471,NA
KOREA D P RP,ISRAEL,0,4.528729,NA
KOREA D P RP,JAPAN,0,2.459991,12.09668
KOREA D P RP,BAHRAIN,0,4.353129,NA
KOREA D P RP,CYPRUS,0,4.544707,6.156979
KOREA D P RP,IRAN,0,4.309875,NA
KOREA D P RP,IRAQ,0,4.422384,NA
KOREA D P RP,JORDAN,0,4.515727,5.605802
KOREA D P RP,KUWAIT,0,4.405812,NA
KOREA D P RP,LEBANON,0,4.514972,NA
KOREA D P RP,OMAN,0,4.284038,NA
KOREA D P RP,QATAR,0,4.345431,NA
KOREA D P RP,SAUDI ARABIA,0,4.423177,8.188967
KOREA D P RP,SYRN ARAB RP,0,4.490212,3.526361
KOREA D P RP,UNTD ARAB EM,0,4.31392,3.931826
KOREA D P RP,TURKEY,0,4.521848,NA
KOREA D P RP,YEMEN,0,4.417169,NA
KOREA D P RP,AFGHANISTAN,0,4.133468,NA
KOREA D P RP,BANGLADESH,0,3.696631,6.888573
KOREA D P RP,BHUTAN,0,3.652762,NA
KOREA D P RP,BRUNEI,0,3.626509,NA
KOREA D P RP,MYANMAR (BUR,0,3.530238,NA
KOREA D P RP,CAMBODIA,0,3.550426,NA
KOREA D P RP,SRI LANKA,0,4.036234,7.671827
KOREA D P RP,HONG KONG,0,3.086639,9.905236
KOREA D P RP,INDIA,0,3.986233,9.370417
KOREA D P RP,INDONESIA (i,0,3.818617,8.033982
KOREA D P RP,KOREA RP (SO,0,1.112312,NA
KOREA D P RP,LAOS P.DEM.R,0,3.437616,NA
KOREA D P RP,MALAYSIA,0,3.694009,4.691348
KOREA D P RP,MALDIVES,0,4.179282,NA
KOREA D P RP,NEPAL,0,3.798698,7.518607
KOREA D P RP,PAKISTAN,0,4.058208,1.609438
KOREA D P RP,PHILIPPINES,0,3.312696,6.866933
KOREA D P RP,SINGAPORE,0,3.808086,8.803274
KOREA D P RP,THAILAND,0,3.605409,9.340491
KOREA D P RP,TAIWAN,0,2.865456,NA
KOREA D P RP,CHINA,0,3.116224,12.42522
KOREA D P RP,MONGOLIA,0,3.126915,NA
KOREA D P RP,VIETNAM,0,3.462306,NA
KOREA D P RP,BELGIUM-LUX.,0,4.816048,2.890372
KOREA D P RP,DENMARK (inc,0,4.771438,6.188264
KOREA D P RP,FRANCE,0,4.829464,8.352554
KOREA D P RP,GERMANY,0,4.758066,11.02954
KOREA D P RP,GREECE,0,4.654006,4.89784
KOREA D P RP,IRELAND,0,4.90989,NA
KOREA D P RP,ITALY,0,4.737967,7.003066
KOREA D P RP,NETHERLANDS,0,4.803141,5.669881
KOREA D P RP,PORTUGAL,0,4.905282,3.583519
KOREA D P RP,SPAIN,0,4.875197,7.801391
KOREA D P RP,UNITED KINGD,0,4.865667,7.838737
KOREA D P RP,AUSTRIA,0,4.735347,5.147494
KOREA D P RP,FINLAND,0,4.642585,NA
KOREA D P RP,ICELAND,0,4.99138,NA
KOREA D P RP,NORWAY,0,4.779547,5.003946
KOREA D P RP,SWEDEN,0,4.737428,6.115892
KOREA D P RP,SWITZERLAND,0,4.78085,5.303305
KOREA D P RP,MALTA,0,4.722898,2.197225
KOREA D P RP,ALBANIA,0,4.672873,NA
KOREA D P RP,BULGARIA,0,4.625405,NA
KOREA D P RP,CZECHOSLOVAK,0,4.717833,10.36964
KOREA D P RP,HUNGARY,0,4.674964,8.678632
KOREA D P RP,POLAND,0,4.679079,9.943045
KOREA D P RP,ROMANIA,0,4.6267,NA
KOREA D P RP,FM YUGOSLAVI,0,4.664151,7.575585
KOREA D P RP,FM USSR,0,3.514544,NA
KOREA D P RP,AUSTRALIA,0,4.208686,4.941642
KOREA D P RP,NEW ZEALAND,0,4.539546,NA
KOREA D P RP,SOLOMON ISLD,0,4.055063,NA
KOREA D P RP,FIJI,0,4.321296,7.409136
KOREA D P RP,KIRIBATI (in,0,4.094993,NA
KOREA D P RP,NEW CALEDONI,0,4.280565,NA
KOREA D P RP,PAPUA N.GUIN,0,3.915213,2.484907
MONGOLIA,SOUTH AFRICA,0,4.704021,NA
MONGOLIA,ALGERIA,0,4.640306,NA
MONGOLIA,LIBY ARAB JM,0,4.505029,NA
MONGOLIA,MOROCCO,0,4.708515,NA
MONGOLIA,WESTERN SAHA,0,4.549592,NA
MONGOLIA,SUDAN,0,4.396351,NA
MONGOLIA,TUNISIA,0,4.5721,NA
MONGOLIA,EGYPT,0,4.348589,2.639057
MONGOLIA,CAMEROON,0,4.617468,NA
MONGOLIA,CENTRAL AFR.,0,4.528419,NA
MONGOLIA,CHAD,0,4.515428,NA
MONGOLIA,CONGO,0,4.620386,NA
MONGOLIA,GABON,0,4.648468,NA
MONGOLIA,ANGOLA,0,4.648466,NA
MONGOLIA,BURUNDI,0,4.49828,NA
MONGOLIA,COMOROS,0,4.432086,NA
MONGOLIA,ZAIRE,0,4.524851,NA
MONGOLIA,BENIN,0,4.691719,NA
MONGOLIA,EQ. GUINEA,0,4.65105,NA
MONGOLIA,ETHIOPIA,0,4.344142,NA
MONGOLIA,DJIBOUTI,0,4.26201,NA
MONGOLIA,GAMBIA,0,4.835048,NA
MONGOLIA,GHANA,0,4.73222,NA
MONGOLIA,GUINEA,0,4.789225,NA
MONGOLIA,COTE D'IVOIR,0,4.756849,NA
MONGOLIA,KENYA,0,4.390854,NA
MONGOLIA,LIBERIA,0,4.796797,NA
MONGOLIA,MADAGASCAR,0,4.475785,NA
MONGOLIA,MALAWI,0,4.528667,NA
MONGOLIA,MALI,0,4.725544,NA
MONGOLIA,MAURITANIA,0,4.786275,NA
MONGOLIA,MAURITIUS,0,4.400809,NA
MONGOLIA,MOZAMBIQUE,0,4.554047,NA
MONGOLIA,NIGER,0,4.620386,NA
MONGOLIA,NIGERIA,0,4.639233,3.433987
MONGOLIA,GUINEA-BISSA,0,4.850563,NA
MONGOLIA,REUNION,0,4.422728,NA
MONGOLIA,RWANDA,0,4.489141,NA
MONGOLIA,SENEGAL,0,4.814032,NA
MONGOLIA,SEYCHELLES,0,4.257841,NA
MONGOLIA,SIERRA LEONE,0,4.807186,NA
MONGOLIA,SOMALIA,0,4.198303,NA
MONGOLIA,ZIMBABWE,0,4.604219,NA
MONGOLIA,TOGO,0,4.705634,NA
MONGOLIA,UGANDA,0,4.4515,NA
MONGOLIA,UNTD RP TANZ,0,4.468215,NA
MONGOLIA,BURKINA FASO,0,4.71826,NA
MONGOLIA,ZAMBIA,0,4.571352,NA
MONGOLIA,CANADA,0,5.300761,NA
MONGOLIA,USA,0,5.309052,8.230044
