expcode,impcode,common_lang,ln_distance,ln_trade
GABON,URUGUAY,0,4.316515,NA
GABON,VENEZUELA,0,4.360154,NA
GABON,COSTA RICA,0,4.568296,NA
GABON,EL SALVADOR,0,4.622555,NA
GABON,GUATEMALA,0,4.637888,3.713572
GABON,HONDURAS,0,4.600603,NA
GABON,NICARAGUA,0,4.582492,NA
GABON,BAHAMAS,0,4.514267,10.87565
GABON,BARBADOS,0,4.286031,NA
GABON,CAYMAN ISLDS,0,4.546076,NA
GABON,CUBA,0,4.548267,NA
GABON,DOMINICAN RP,0,4.440397,NA
GABON,GUADELOUPE (,1,4.321943,7.064759
GABON,HAITI,1,4.460263,NA
GABON,JAMAICA,0,4.514177,NA
GABON,NETH ANTILLE,0,4.397788,NA
GABON,ST KITTS NEV,0,4.340197,NA
GABON,TRINIDAD-TOB,1,4.300451,NA
GABON,TURKS CAICOS,0,4.148156,NA
GABON,BELIZE,0,4.626379,NA
GABON,FRENCH GUIAN,1,4.173506,4.430817
GABON,GUYANA,0,4.262736,NA
GABON,PANAMA,0,4.524972,NA
GABON,SURINAM,0,4.21854,NA
GABON,ISRAEL,0,3.684249,8.788898
GABON,JAPAN,0,4.879464,9.651559
GABON,BAHRAIN,0,3.855873,NA
GABON,CYPRUS,0,3.732989,3.091043
GABON,IRAN,0,3.966999,NA
GABON,IRAQ,0,3.847211,NA
GABON,JORDAN,0,3.692635,NA
GABON,KUWAIT,0,3.821562,NA
GABON,LEBANON,1,3.745925,NA
GABON,OMAN,0,3.918296,2.397895
GABON,QATAR,0,3.862113,NA
GABON,SAUDI ARABIA,0,3.742623,3.135494
GABON,SYRN ARAB RP,1,3.796703,NA
GABON,UNTD ARAB EM,0,3.893704,NA
GABON,TURKEY,0,3.834412,6.150603
GABON,YEMEN,0,3.679435,NA
GABON,AFGHANISTAN,0,4.145969,NA
GABON,BANGLADESH,0,4.408505,NA
GABON,BHUTAN,0,4.427818,NA
GABON,BRUNEI,0,4.635346,NA
GABON,MYANMAR (BUR,0,4.491598,NA
GABON,CAMBODIA,1,4.546429,NA
GABON,SRI LANKA,0,4.244352,NA
GABON,HONG KONG,0,4.654175,NA
GABON,INDIA,0,4.227506,6.783325
GABON,INDONESIA (i,0,4.685125,NA
GABON,KOREA RP (SO,0,4.80261,10.92027
GABON,LAOS P.DEM.R,1,4.555623,NA
GABON,MALAYSIA,0,4.613245,NA
GABON,MALDIVES,0,4.117365,NA
GABON,NEPAL,0,4.35482,NA
GABON,PAKISTAN,0,4.189432,1.791759
GABON,PHILIPPINES,0,4.710749,NA
GABON,SINGAPORE,0,4.522662,NA
GABON,THAILAND,0,4.496345,NA
GABON,TAIWAN,0,4.718173,11.86262
GABON,CHINA,0,4.604748,NA
GABON,KOREA D P RP,0,4.806687,NA
GABON,MONGOLIA,0,4.648468,NA
GABON,VIETNAM,0,4.561959,NA
GABON,BELGIUM-LUX.,1,3.959088,8.063377
GABON,DENMARK (inc,0,4.043522,6.683361
GABON,FRANCE,1,3.871215,13.34646
GABON,GERMANY,0,3.951348,10.66828
GABON,GREECE,1,3.720679,9.372204
GABON,IRELAND,0,4.051756,5.655992
GABON,ITALY,0,3.7807,10.47945
GABON,NETHERLANDS,0,3.985931,9.920983
GABON,PORTUGAL,0,3.807972,8.222016
GABON,SPAIN,0,3.782395,12.48339
GABON,UNITED KINGD,0,4.037645,11.0387
GABON,AUSTRIA,0,3.878658,9.963594
GABON,FINLAND,0,4.197859,NA
GABON,ICELAND,0,4.28214,NA
GABON,NORWAY,0,4.14352,9.349058
GABON,SWEDEN,0,4.144464,6.493754
GABON,SWITZERLAND,1,3.874243,6.349139
GABON,MALTA,0,3.609353,3.258096
GABON,ALBANIA,0,3.756599,NA
GABON,BULGARIA,0,3.827592,NA
GABON,CZECHOSLOVAK,0,3.929634,7.258412
GABON,HUNGARY,0,3.885757,6.063785
GABON,POLAND,0,3.982263,NA
GABON,ROMANIA,0,3.888386,NA
GABON,FM YUGOSLAVI,0,3.827355,8.516593
GABON,FM USSR,0,4.675445,NA
GABON,AUSTRALIA,0,4.820333,NA
GABON,NEW ZEALAND,0,5.11864,NA
GABON,SOLOMON ISLD,0,4.99326,NA
GABON,FIJI,0,5.100676,NA
GABON,KIRIBATI (in,0,5.083068,NA
GABON,NEW CALEDONI,1,5.04269,NA
GABON,PAPUA N.GUIN,0,4.907808,NA
ANGOLA,SOUTH AFRICA,0,2.856041,NA
ANGOLA,ALGERIA,0,3.769646,NA
ANGOLA,LIBY ARAB JM,0,3.62514,NA
ANGOLA,MOROCCO,0,3.918481,NA
ANGOLA,WESTERN SAHA,0,3.608538,NA
ANGOLA,SUDAN,0,3.394767,NA
ANGOLA,TUNISIA,0,3.859898,NA
ANGOLA,EGYPT,0,3.716981,NA
ANGOLA,CAMEROON,0,2.975972,NA
ANGOLA,CENTRAL AFR.,0,2.978566,NA
ANGOLA,CHAD,0,3.314351,NA
ANGOLA,CONGO,0,2.48664,4.672829
ANGOLA,GABON,0,2.590365,NA
ANGOLA,BURUNDI,0,2.681233,NA
ANGOLA,COMOROS,0,3.248518,NA
ANGOLA,ZAIRE,0,2.645395,NA
ANGOLA,BENIN,0,3.308743,NA
ANGOLA,EQ. GUINEA,0,2.821839,NA
ANGOLA,ETHIOPIA,0,3.342618,NA
ANGOLA,DJIBOUTI,0,3.535043,NA
ANGOLA,GAMBIA,0,3.77584,NA
ANGOLA,GHANA,0,3.366998,NA
ANGOLA,GUINEA,0,3.609272,NA
ANGOLA,COTE D'IVOIR,0,3.439935,NA
ANGOLA,KENYA,0,3.166196,NA
ANGOLA,LIBERIA,0,3.52158,NA
ANGOLA,MADAGASCAR,0,3.383384,NA
ANGOLA,MALAWI,0,2.742917,NA
ANGOLA,MALI,0,3.61365,NA
ANGOLA,MAURITANIA,0,3.797065,NA
ANGOLA,MAURITIUS,0,3.684322,NA
ANGOLA,MOZAMBIQUE,0,2.860668,NA
ANGOLA,NIGER,0,3.413544,NA
ANGOLA,NIGERIA,0,3.212029,1.791759
ANGOLA,GUINEA-BISSA,0,3.597406,NA
ANGOLA,REUNION,0,3.639787,NA
ANGOLA,RWANDA,0,2.745501,NA
ANGOLA,SENEGAL,0,3.736108,NA
ANGOLA,SEYCHELLES,0,3.637598,NA
ANGOLA,SIERRA LEONE,0,3.600585,NA
ANGOLA,SOMALIA,0,3.634982,NA
ANGOLA,ZIMBABWE,0,2.619549,NA
ANGOLA,TOGO,0,3.290108,NA
ANGOLA,UGANDA,0,2.949263,NA
ANGOLA,UNTD RP TANZ,0,2.875492,NA
ANGOLA,BURKINA FASO,0,3.487941,NA
ANGOLA,ZAMBIA,0,2.465435,NA
ANGOLA,CANADA,0,4.902896,6.478509
ANGOLA,USA,0,4.836739,13.90577
ANGOLA,BERMUDA,0,4.549179,NA
ANGOLA,GREENLAND,0,4.632533,NA
ANGOLA,ARGENTINA,0,4.445652,NA
ANGOLA,BOLIVIA,0,4.426297,NA
ANGOLA,BRAZIL,0,4.297863,11.96866
ANGOLA,CHILE,0,4.512999,NA
ANGOLA,COLOMBIA,0,4.5217,NA
ANGOLA,ECUADOR,0,4.570294,NA
ANGOLA,MEXICO,0,4.833265,3.465736
ANGOLA,PARAGUAY,0,4.346622,NA
ANGOLA,PERU,0,4.54895,NA
ANGOLA,URUGUAY,0,4.347293,NA
ANGOLA,VENEZUELA,0,4.465346,NA
ANGOLA,COSTA RICA,0,4.653393,NA
ANGOLA,EL SALVADOR,0,4.705896,NA
ANGOLA,GUATEMALA,0,4.721145,NA
ANGOLA,HONDURAS,0,4.687132,NA
ANGOLA,NICARAGUA,0,4.669037,NA
ANGOLA,BAHAMAS,0,4.619017,11.91123
ANGOLA,BARBADOS,0,4.408499,NA
ANGOLA,CAYMAN ISLDS,0,4.642385,NA
ANGOLA,CUBA,0,4.64634,NA
ANGOLA,DOMINICAN RP,0,4.54931,NA
ANGOLA,GUADELOUPE (,0,4.443682,3.295837
ANGOLA,HAITI,0,4.566627,NA
ANGOLA,JAMAICA,0,4.613183,NA
ANGOLA,NETH ANTILLE,0,4.503985,NA
ANGOLA,ST KITTS NEV,0,4.460768,NA
ANGOLA,TRINIDAD-TOB,0,4.417642,NA
ANGOLA,TURKS CAICOS,0,4.203522,NA
ANGOLA,BELIZE,0,4.712226,NA
ANGOLA,FRENCH GUIAN,0,4.29564,NA
ANGOLA,GUYANA,0,4.375144,NA
ANGOLA,PANAMA,0,4.613328,NA
ANGOLA,SURINAM,0,4.334743,NA
ANGOLA,ISRAEL,0,3.84812,NA
ANGOLA,JAPAN,0,4.859557,7.167038
ANGOLA,BAHRAIN,0,3.91391,NA
ANGOLA,CYPRUS,0,3.905278,NA
ANGOLA,IRAN,0,4.030822,NA
ANGOLA,IRAQ,0,3.954285,NA
ANGOLA,JORDAN,0,3.847765,NA
ANGOLA,KUWAIT,0,3.913334,NA
ANGOLA,LEBANON,0,3.901354,NA
ANGOLA,OMAN,0,3.932498,NA
ANGOLA,QATAR,0,3.915325,NA
ANGOLA,SAUDI ARABIA,0,3.826866,NA
ANGOLA,SYRN ARAB RP,0,3.938604,NA
ANGOLA,UNTD ARAB EM,0,3.930189,NA
ANGOLA,TURKEY,0,3.990439,NA
ANGOLA,YEMEN,0,3.697093,NA
ANGOLA,AFGHANISTAN,0,4.175274,NA
ANGOLA,BANGLADESH,0,4.385491,NA
ANGOLA,BHUTAN,0,4.411161,NA
ANGOLA,BRUNEI,0,4.581469,NA
ANGOLA,MYANMAR (BUR,0,4.462029,NA
ANGOLA,CAMBODIA,0,4.501812,NA
ANGOLA,SRI LANKA,0,4.181613,NA
ANGOLA,HONG KONG,0,4.622838,NA
ANGOLA,INDIA,0,4.203522,NA
ANGOLA,INDONESIA (i,0,4.622781,NA
ANGOLA,KOREA RP (SO,0,4.785099,NA
ANGOLA,LAOS P.DEM.R,0,4.518737,NA
ANGOLA,MALAYSIA,0,4.555867,NA
ANGOLA,MALDIVES,0,4.038306,NA
ANGOLA,NEPAL,0,4.343932,NA
ANGOLA,PAKISTAN,0,4.201284,NA
ANGOLA,PHILIPPINES,0,4.669037,NA
ANGOLA,SINGAPORE,0,4.459217,NA
ANGOLA,THAILAND,0,4.454516,NA
ANGOLA,TAIWAN,0,4.688023,NA
ANGOLA,CHINA,0,4.591921,NA
ANGOLA,KOREA D P RP,0,4.791934,NA
ANGOLA,MONGOLIA,0,4.648466,NA
ANGOLA,VIETNAM,0,4.522054,NA
ANGOLA,BELGIUM-LUX.,0,4.173956,9.888272
ANGOLA,DENMARK (inc,0,4.234474,5.966147
ANGOLA,FRANCE,0,4.1073,11.26983
ANGOLA,GERMANY,0,4.157967,9.761348
ANGOLA,GREECE,0,3.943886,NA
ANGOLA,IRELAND,0,4.257846,NA
ANGOLA,ITALY,0,4.018592,9.590761
ANGOLA,NETHERLANDS,0,4.193264,11.39864
ANGOLA,PORTUGAL,0,4.066684,11.3161
ANGOLA,SPAIN,0,4.045125,12.70139
ANGOLA,UNITED KINGD,0,4.242593,12.17635
ANGOLA,AUSTRIA,0,4.095277,6.612041
ANGOLA,FINLAND,0,4.342073,NA
ANGOLA,ICELAND,0,4.450445,NA
ANGOLA,NORWAY,0,4.317266,NA
ANGOLA,SWEDEN,0,4.311902,8.7185
ANGOLA,SWITZERLAND,0,4.10131,7.875119
ANGOLA,MALTA,0,3.881394,5.313206
ANGOLA,ALBANIA,0,3.980075,NA
ANGOLA,BULGARIA,0,4.023195,NA
ANGOLA,CZECHOSLOVAK,0,4.132318,NA
ANGOLA,HUNGARY,0,4.086294,2.397895
ANGOLA,POLAND,0,4.166935,NA
ANGOLA,ROMANIA,0,4.075162,NA
ANGOLA,FM YUGOSLAVI,0,4.035219,4.025352
ANGOLA,FM USSR,0,4.692084,NA
ANGOLA,AUSTRALIA,0,4.74853,1.609438
ANGOLA,NEW ZEALAND,0,5.063166,NA
ANGOLA,SOLOMON ISLD,0,4.94572,NA
ANGOLA,FIJI,0,5.053673,NA
ANGOLA,KIRIBATI (in,0,5.044234,NA
ANGOLA,NEW CALEDONI,0,4.990865,NA
ANGOLA,PAPUA N.GUIN,0,4.857207,NA
BURUNDI,SOUTH AFRICA,0,3.265621,NA
BURUNDI,ALGERIA,1,3.725403,NA
BURUNDI,LIBY ARAB JM,0,3.444414,NA
BURUNDI,MOROCCO,1,3.909064,NA
BURUNDI,WESTERN SAHA,0,3.476006,NA
BURUNDI,SUDAN,0,2.917771,NA
BURUNDI,TUNISIA,1,3.760727,NA
BURUNDI,EGYPT,0,3.417727,NA
BURUNDI,CAMEROON,1,3.013235,NA
BURUNDI,CENTRAL AFR.,1,2.626791,NA
BURUNDI,CHAD,1,3.069134,NA
BURUNDI,CONGO,0,2.72175,2.890372
BURUNDI,GABON,1,2.913461,NA
BURUNDI,ANGOLA,0,2.681233,NA
BURUNDI,COMOROS,1,2.814123,NA
BURUNDI,ZAIRE,0,1.808826,NA
BURUNDI,BENIN,1,3.422441,NA
BURUNDI,EQ. GUINEA,1,3.032183,NA
BURUNDI,ETHIOPIA,0,2.639695,NA
BURUNDI,DJIBOUTI,1,2.988175,NA
BURUNDI,GAMBIA,0,3.90321,NA
BURUNDI,GHANA,0,3.526469,NA
BURUNDI,GUINEA,1,3.75061,NA
BURUNDI,COTE D'IVOIR,1,3.606608,NA
BURUNDI,KENYA,0,2.216894,7.583248
BURUNDI,LIBERIA,0,3.707362,NA
BURUNDI,MADAGASCAR,1,3.165083,NA
BURUNDI,MALAWI,0,2.376795,NA
BURUNDI,MALI,1,3.681402,NA
BURUNDI,MAURITANIA,1,3.873852,NA
BURUNDI,MAURITIUS,1,3.473816,NA
BURUNDI,MOZAMBIQUE,0,2.74563,NA
BURUNDI,NIGER,1,3.380931,NA
BURUNDI,NIGERIA,0,3.250833,NA
BURUNDI,GUINEA-BISSA,0,3.814076,NA
BURUNDI,REUNION,1,3.436126,NA
BURUNDI,RWANDA,1,0.4054651,NA
BURUNDI,SENEGAL,1,3.857618,NA
BURUNDI,SEYCHELLES,1,3.246083,NA
BURUNDI,SIERRA LEONE,0,3.765843,NA
BURUNDI,SOMALIA,0,3.148785,NA
BURUNDI,ZIMBABWE,0,2.80336,NA
BURUNDI,TOGO,1,3.435344,NA
BURUNDI,UGANDA,0,1.594208,NA
BURUNDI,UNTD RP TANZ,0,1.72101,NA
BURUNDI,BURKINA FASO,1,3.583615,NA
BURUNDI,ZAMBIA,0,2.442347,NA
BURUNDI,CANADA,1,4.943101,NA
BURUNDI,USA,0,4.894914,7.080027
BURUNDI,BERMUDA,0,4.618082,NA
BURUNDI,GREENLAND,0,4.634316,NA
BURUNDI,ARGENTINA,1,4.593344,NA
BURUNDI,BOLIVIA,0,4.563873,NA
BURUNDI,BRAZIL,1,4.445567,NA
BURUNDI,CHILE,0,4.648408,NA
BURUNDI,COLOMBIA,0,4.627669,NA
BURUNDI,ECUADOR,0,4.677588,NA
BURUNDI,MEXICO,0,4.902558,NA
BURUNDI,PARAGUAY,0,4.501304,NA
BURUNDI,PERU,0,4.665316,NA
BURUNDI,URUGUAY,0,4.509968,NA
BURUNDI,VENEZUELA,0,4.571472,NA
BURUNDI,COSTA RICA,0,4.743162,NA
BURUNDI,EL SALVADOR,0,4.788935,NA
BURUNDI,GUATEMALA,0,4.801902,NA
BURUNDI,HONDURAS,0,4.770343,NA
BURUNDI,NICARAGUA,0,4.755121,NA
BURUNDI,BAHAMAS,0,4.696584,NA
BURUNDI,BARBADOS,0,4.511643,NA
BURUNDI,CAYMAN ISLDS,0,4.724124,NA
BURUNDI,CUBA,0,4.725662,NA
BURUNDI,DOMINICAN RP,0,4.636189,NA
BURUNDI,GUADELOUPE (,1,4.539978,NA
BURUNDI,HAITI,1,4.652617,NA
BURUNDI,JAMAICA,0,4.697551,NA
BURUNDI,NETH ANTILLE,0,4.602026,NA
BURUNDI,ST KITTS NEV,0,4.554519,NA
BURUNDI,TRINIDAD-TOB,1,4.523396,NA
BURUNDI,TURKS CAICOS,0,3.967301,NA
BURUNDI,BELIZE,0,4.792058,NA
BURUNDI,FRENCH GUIAN,1,4.422906,NA
BURUNDI,GUYANA,0,4.493176,NA
BURUNDI,PANAMA,0,4.706896,NA
BURUNDI,SURINAM,0,4.458136,NA
BURUNDI,ISRAEL,0,3.564473,NA
BURUNDI,JAPAN,0,4.744904,7.162397
BURUNDI,BAHRAIN,0,3.582187,NA
BURUNDI,CYPRUS,0,3.653685,NA
BURUNDI,IRAN,0,3.744776,NA
BURUNDI,IRAQ,0,3.665939,NA
BURUNDI,JORDAN,0,3.555858,NA
BURUNDI,KUWAIT,0,3.599115,NA
BURUNDI,LEBANON,1,3.631947,NA
BURUNDI,OMAN,0,3.596185,4.127134
BURUNDI,QATAR,0,3.582191,NA
BURUNDI,SAUDI ARABIA,0,3.472164,NA
BURUNDI,SYRN ARAB RP,1,3.671794,NA
BURUNDI,UNTD ARAB EM,0,3.597312,3.433987
BURUNDI,TURKEY,0,3.756377,NA
BURUNDI,YEMEN,0,3.250833,NA
BURUNDI,AFGHANISTAN,0,3.923344,NA
BURUNDI,BANGLADESH,0,4.189683,NA
BURUNDI,BHUTAN,0,4.21921,NA
BURUNDI,BRUNEI,0,4.443167,NA
BURUNDI,MYANMAR (BUR,0,4.285296,NA
BURUNDI,CAMBODIA,1,4.341121,NA
BURUNDI,SRI LANKA,0,3.952583,NA
BURUNDI,HONG KONG,0,4.477537,3.401197
BURUNDI,INDIA,0,3.961719,NA
BURUNDI,INDONESIA (i,0,4.499949,NA
BURUNDI,KOREA RP (SO,0,4.659441,NA
BURUNDI,LAOS P.DEM.R,1,4.356976,NA
BURUNDI,MALAYSIA,0,4.415436,NA
BURUNDI,MALDIVES,0,3.773372,NA
BURUNDI,NEPAL,0,4.135423,NA
BURUNDI,PAKISTAN,0,3.954607,4.663439
BURUNDI,PHILIPPINES,0,4.537618,NA
BURUNDI,SINGAPORE,0,4.303528,NA
BURUNDI,THAILAND,0,4.282253,NA
BURUNDI,TAIWAN,0,4.553045,NA
BURUNDI,CHINA,0,4.434435,NA
BURUNDI,KOREA D P RP,0,4.666334,NA
BURUNDI,MONGOLIA,0,4.49828,NA
BURUNDI,VIETNAM,0,4.362612,NA
BURUNDI,BELGIUM-LUX.,1,4.098234,9.384461
BURUNDI,DENMARK (inc,0,4.1395,5.493062
BURUNDI,FRANCE,1,4.040776,8.51979
BURUNDI,GERMANY,0,4.055552,10.9432
BURUNDI,GREECE,1,3.766914,NA
BURUNDI,IRELAND,0,4.22083,NA
BURUNDI,ITALY,0,3.900178,8.207947
BURUNDI,NETHERLANDS,0,4.111285,8.655911
BURUNDI,PORTUGAL,0,4.049777,4.804021
BURUNDI,SPAIN,0,4.011161,5.891644
BURUNDI,UNITED KINGD,0,4.18669,8.374247
BURUNDI,AUSTRIA,0,3.979604,4.189655
BURUNDI,FINLAND,0,4.213881,8.984443
BURUNDI,ICELAND,0,4.426565,NA
BURUNDI,NORWAY,0,4.226621,NA
BURUNDI,SWEDEN,0,4.207608,3.637586
BURUNDI,SWITZERLAND,1,4.00886,1.791759
BURUNDI,MALTA,0,3.743526,NA
BURUNDI,ALBANIA,0,3.820122,NA
BURUNDI,BULGARIA,0,3.8452,NA
BURUNDI,CZECHOSLOVAK,0,4.010762,NA
BURUNDI,HUNGARY,0,3.941205,NA
BURUNDI,POLAND,0,4.032358,NA
BURUNDI,ROMANIA,0,3.907048,NA
BURUNDI,FM YUGOSLAVI,0,3.878365,NA
BURUNDI,FM USSR,0,4.548712,NA
BURUNDI,AUSTRALIA,0,4.660101,4.828314
BURUNDI,NEW ZEALAND,0,5.002621,NA
BURUNDI,SOLOMON ISLD,0,4.86042,NA
BURUNDI,FIJI,0,4.981709,NA
BURUNDI,KIRIBATI (in,0,4.963435,NA
BURUNDI,NEW CALEDONI,1,4.916075,NA
BURUNDI,PAPUA N.GUIN,0,4.762402,NA
COMOROS,SOUTH AFRICA,0,3.27082,NA
COMOROS,ALGERIA,1,4.053095,NA
COMOROS,LIBY ARAB JM,1,3.83051,NA
COMOROS,MOROCCO,1,4.191975,4.510859
COMOROS,WESTERN SAHA,1,3.866971,NA
COMOROS,SUDAN,1,3.42352,NA
COMOROS,TUNISIA,1,4.061916,5.433722
COMOROS,EGYPT,1,3.729983,NA
COMOROS,CAMEROON,1,3.611316,NA
COMOROS,CENTRAL AFR.,1,3.40558,NA
COMOROS,CHAD,1,3.613319,NA
COMOROS,CONGO,0,3.443907,NA
COMOROS,GABON,1,3.537035,NA
COMOROS,ANGOLA,0,3.248518,NA
COMOROS,BURUNDI,1,2.814123,NA
COMOROS,ZAIRE,0,3.125557,NA
COMOROS,BENIN,1,3.85565,NA
COMOROS,EQ. GUINEA,1,3.612652,NA
COMOROS,ETHIOPIA,1,3.049887,NA
COMOROS,DJIBOUTI,1,3.165461,NA
COMOROS,GAMBIA,0,4.189624,NA
COMOROS,GHANA,0,3.921092,NA
COMOROS,GUINEA,1,4.077359,NA
COMOROS,COTE D'IVOIR,1,3.974415,NA
COMOROS,KENYA,0,2.679291,NA
COMOROS,LIBERIA,0,4.041279,NA
COMOROS,MADAGASCAR,1,2.116499,1.791759
COMOROS,MALAWI,0,2.335668,NA
COMOROS,MALI,1,4.032123,NA
COMOROS,MAURITANIA,1,4.171272,NA
COMOROS,MAURITIUS,1,2.746058,NA
COMOROS,MOZAMBIQUE,0,2.404339,NA
COMOROS,NIGER,1,3.826611,NA
COMOROS,NIGERIA,0,3.749275,5.283204
COMOROS,GUINEA-BISSA,0,4.109563,NA
COMOROS,REUNION,1,2.670274,4.672829
COMOROS,RWANDA,1,2.862484,NA
COMOROS,SENEGAL,1,4.156651,NA
COMOROS,SEYCHELLES,1,2.617815,NA
COMOROS,SIERRA LEONE,0,4.085259,NA
COMOROS,SOMALIA,1,3.121037,NA
COMOROS,ZIMBABWE,0,2.788776,NA
COMOROS,TOGO,1,3.862194,NA
COMOROS,UGANDA,1,2.889482,NA
COMOROS,UNTD RP TANZ,0,2.408486,NA
COMOROS,BURKINA FASO,1,3.963739,NA
COMOROS,ZAMBIA,0,2.676143,NA
COMOROS,CANADA,1,5.055222,2.079442
COMOROS,USA,0,5.009929,8.784009
COMOROS,BERMUDA,0,4.768426,NA
COMOROS,GREENLAND,0,4.779868,NA
COMOROS,ARGENTINA,1,4.704381,NA
COMOROS,BOLIVIA,0,4.694616,NA
COMOROS,BRAZIL,1,4.59788,NA
COMOROS,CHILE,0,4.758934,NA
COMOROS,COLOMBIA,0,4.765321,NA
COMOROS,ECUADOR,0,4.805444,NA
COMOROS,MEXICO,0,5.013422,3.218876
COMOROS,PARAGUAY,0,4.633002,NA
COMOROS,PERU,0,4.789735,NA
COMOROS,URUGUAY,0,4.628807,NA
COMOROS,VENEZUELA,0,4.719206,NA
COMOROS,COSTA RICA,0,4.8687,NA
COMOROS,EL SALVADOR,0,4.910307,NA
COMOROS,GUATEMALA,0,4.922285,NA
COMOROS,HONDURAS,0,4.89442,NA
COMOROS,NICARAGUA,0,4.880354,NA
COMOROS,BAHAMAS,0,4.833447,NA
COMOROS,BARBADOS,0,4.671244,NA
COMOROS,CAYMAN ISLDS,0,4.855644,NA
COMOROS,CUBA,0,4.85772,NA
COMOROS,DOMINICAN RP,0,4.779695,NA
COMOROS,GUADELOUPE (,1,4.696672,NA
COMOROS,HAITI,1,4.793787,NA
COMOROS,JAMAICA,0,4.832242,NA
COMOROS,NETH ANTILLE,0,4.747481,NA
COMOROS,ST KITTS NEV,0,4.709459,NA
COMOROS,TRINIDAD-TOB,1,4.679994,NA
COMOROS,TURKS CAICOS,0,3.998062,NA
COMOROS,BELIZE,0,4.914229,NA
COMOROS,FRENCH GUIAN,1,4.590915,NA
COMOROS,GUYANA,0,4.650787,NA
COMOROS,PANAMA,0,4.8366,NA
COMOROS,SURINAM,0,4.620504,NA
COMOROS,ISRAEL,1,3.799708,NA
COMOROS,JAPAN,0,4.65776,4.644391
COMOROS,BAHRAIN,1,3.655404,NA
COMOROS,CYPRUS,0,3.881353,NA
COMOROS,IRAN,0,3.80722,NA
COMOROS,IRAQ,1,3.810375,NA
COMOROS,JORDAN,1,3.783006,2.564949
COMOROS,KUWAIT,1,3.730349,NA
COMOROS,LEBANON,1,3.845106,NA
COMOROS,OMAN,1,3.57046,NA
COMOROS,QATAR,1,3.645752,NA
COMOROS,SAUDI ARABIA,1,3.615616,1.791759
COMOROS,SYRN ARAB RP,1,3.862391,NA
COMOROS,UNTD ARAB EM,1,3.623216,2.995732
COMOROS,TURKEY,1,3.951168,NA
COMOROS,YEMEN,1,3.311428,NA
COMOROS,AFGHANISTAN,0,3.906106,NA
COMOROS,BANGLADESH,0,4.065926,NA
COMOROS,BHUTAN,0,4.109731,NA
COMOROS,BRUNEI,0,4.281684,NA
COMOROS,MYANMAR (BUR,0,4.154028,NA
COMOROS,CAMBODIA,1,4.185959,NA
COMOROS,SRI LANKA,0,3.724436,NA
COMOROS,HONG KONG,0,4.355792,NA
COMOROS,INDIA,0,3.826571,6.630683
COMOROS,INDONESIA (i,0,4.331894,NA
COMOROS,KOREA RP (SO,0,4.571455,NA
COMOROS,LAOS P.DEM.R,1,4.21697,NA
COMOROS,MALAYSIA,0,4.24575,NA
COMOROS,MALDIVES,0,3.485006,NA
COMOROS,NEPAL,0,4.034424,NA
COMOROS,PAKISTAN,0,3.9001,NA
COMOROS,PHILIPPINES,0,4.403319,NA
COMOROS,SINGAPORE,0,4.111995,NA
COMOROS,THAILAND,0,4.127406,NA
COMOROS,TAIWAN,0,4.438319,NA
COMOROS,CHINA,0,4.342645,NA
COMOROS,KOREA D P RP,0,4.583138,NA
COMOROS,MONGOLIA,0,4.432086,NA
COMOROS,VIETNAM,0,4.217604,NA
COMOROS,BELGIUM-LUX.,1,4.314283,4.248495
COMOROS,DENMARK (inc,0,4.334507,2.079442
COMOROS,FRANCE,1,4.275162,8.828787
COMOROS,GERMANY,0,4.268065,7.250636
COMOROS,GREECE,1,4.021686,1.609438
COMOROS,IRELAND,0,4.42517,2.995732
COMOROS,ITALY,0,4.148523,4.234107
COMOROS,NETHERLANDS,0,4.320945,5.83773
COMOROS,PORTUGAL,0,4.297031,NA
COMOROS,SPAIN,0,4.263515,4.624973
COMOROS,UNITED KINGD,0,4.391092,5.783825
COMOROS,AUSTRIA,0,4.205482,4.691348
COMOROS,FINLAND,0,4.360836,NA
COMOROS,ICELAND,0,4.596585,NA
COMOROS,NORWAY,0,4.402969,NA
COMOROS,SWEDEN,0,4.378598,4.369448
COMOROS,SWITZERLAND,1,4.23972,4.394449
COMOROS,MALTA,0,4.032964,NA
COMOROS,ALBANIA,0,4.067931,NA
COMOROS,BULGARIA,0,4.067809,NA
COMOROS,CZECHOSLOVAK,0,4.223411,NA
COMOROS,HUNGARY,0,4.157998,NA
COMOROS,POLAND,0,4.228236,NA
COMOROS,ROMANIA,0,4.115279,NA
COMOROS,FM YUGOSLAVI,0,4.107403,1.791759
COMOROS,FM USSR,0,4.512974,NA
COMOROS,AUSTRALIA,0,4.499599,NA
COMOROS,NEW ZEALAND,0,4.88971,NA
COMOROS,SOLOMON ISLD,0,4.743415,NA
COMOROS,FIJI,0,4.874281,NA
COMOROS,KIRIBATI (in,0,4.863407,NA
COMOROS,NEW CALEDONI,1,4.799042,NA
COMOROS,PAPUA N.GUIN,0,4.634097,NA
ZAIRE,SOUTH AFRICA,0,3.36789,NA
ZAIRE,ALGERIA,0,3.572598,6.64639
ZAIRE,LIBY ARAB JM,0,3.267621,NA
ZAIRE,MOROCCO,0,3.781081,6.287858
ZAIRE,WESTERN SAHA,0,3.289626,NA
ZAIRE,SUDAN,0,2.760731,NA
ZAIRE,TUNISIA,0,3.626381,4.204693
ZAIRE,EGYPT,0,3.312696,8.116417
